tracking_id,timestamp,state,city,area,category,severity_reported,description,image_ref,status,admin_remarks,ai_category,ai_severity,ai_priority_score,ai_confidence,ai_reasoning,cluster_flag
T7Y8U9I0,2026-01-06 23:55:15,Kerala,Thiruvananthapuram,Chalai Bazar,Sanitation,Critical,Dead animal on road,None,Open,,Sanitation,Critical,10,0.95,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 5 reports in Thiruvananthapuram] [⚠ AI BURST: 5 reports in Thiruvananthapuram],True
O1P2A3S4,2025-12-10 14:20:40,Madhya Pradesh,Indore,Chappan Dukan,Water,Low,Low pressure in taps,None,In Progress,,Water,Critical,10,0.86,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Indore] [⚠ AI BURST: 4 reports in Indore],True
D5F6G7H8,2026-02-01 04:45:05,Maharashtra,Pune,JM Road,Other,High,Tree fallen on road,None,Rejected,,Other,High,8,0.81,Classified as 'Other'. Severity 'High' based on keywords.,False
J9K0L1Z2,2025-11-26 19:10:30,Manipur,Imphal,Paona Bazar,Traffic,Low,Accident prone junction,None,Resolved,,Traffic,Low,2,0.83,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
X3C4V5B6,2026-01-09 07:35:55,Meghalaya,Tura,Ringrey,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.88,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 7 reports in Tura] [⚠ AI BURST: 7 reports in Tura],True
N7M8Q9W2,2025-12-23 20:00:20,Mizoram,Aizawl,Zarkawt,Internet,High,Slow internet speed,None,In Progress,,Internet,Critical,10,0.93,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
E4R5T6Y7,2026-02-06 10:25:45,Nagaland,Kohima,Main Town,Electricity,Critical,Frequent power cuts,None,Rejected,,Electricity,Critical,10,0.96,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
U8I9O0P1,2025-11-20 00:50:10,Odisha,Cuttack,College Square,Road,Low,Street light pole damaged,None,Resolved,,Road,Low,2,0.89,Classified as 'Road'. Severity 'Low' based on keywords.,False
A1S2D3F4,2026-01-04 15:15:35,Punjab,Ludhiana,Ghumar Mandi,Sanitation,Medium,Foul smell in area,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 3 reports in Ludhiana] [⚠ AI BURST: 3 reports in Ludhiana],True
G5H6J7K8,2025-12-18 03:40:00,Rajasthan,Jodhpur,Nai Sarak,Water,High,Dirty water supply,None,In Progress,,Water,High,8,0.91,Classified as 'Water'. Severity 'High' based on keywords.,False
L9Z8X7C6,2026-01-31 17:05:25,Sikkim,Namchi,Central Park,Other,Medium,Illegal construction,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
V5B4N3M2,2025-11-25 07:30:50,Tamil Nadu,Coimbatore,RS Puram,Traffic,Critical,Need speed breaker,None,Resolved,,Traffic,Critical,10,0.94,Classified as 'Traffic'. Severity 'Critical' based on keywords.,False
Q1W2E3R4,2026-01-08 21:55:15,Telangana,Hyderabad,Koti,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.87,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Hyderabad] [⚠ AI BURST: 8 reports in Hyderabad],True
T5Y6U7I8,2025-12-22 12:20:40,Tripura,Udaipur,Ramesh Chowmuhani,Internet,Medium,Connectivity lost,None,In Progress,,Internet,Critical,10,0.84,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Udaipur] [⚠ AI BURST: 6 reports in Udaipur],True
O9P0A1S2,2026-02-05 02:45:05,Uttar Pradesh,Agra,Sadar Bazar,Electricity,Low,Transformer sparking,None,Rejected,,Electricity,Low,2,0.88,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
D3F4G5H6,2025-11-28 17:10:30,Uttarakhand,Nainital,Tallital,Road,High,Road caved in due to rain,None,Resolved,,Road,High,8,0.95,Classified as 'Road'. Severity 'High' based on keywords.,False
J7K8L9Z0,2026-01-12 07:35:55,West Bengal,Durgapur,City Centre,Sanitation,Critical,Garbage not collected,None,Open,,Sanitation,Critical,10,0.96,Classified as 'Sanitation'. Severity 'Critical' based on keywords.,False
X1C2V3B4,2025-12-26 20:00:20,Delhi,North Delhi,Model Town,Water,Medium,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.89,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in North Delhi] [⚠ AI BURST: 5 reports in North Delhi],True
N5M6Q7W8,2026-02-09 10:25:45,Puducherry,Puducherry,White Town,Other,Low,Graffiti on walls,None,Rejected,,Other,Low,2,0.82,Classified as 'Other'. Severity 'Low' based on keywords.,False
E9R0T1Y2,2025-11-21 00:50:10,Ladakh,Leh,Skara,Traffic,Medium,Illegal parking blocking way,None,Resolved,,Traffic,Medium,5,0.86,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
U3I4O5P6,2026-01-04 15:15:35,Andhra Pradesh,Nellore,Pogathota,Safety,High,CCTV not working,None,Open,,Safety,Critical,10,0.93,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 4 reports in Nellore] [⚠ AI BURST: 4 reports in Nellore],True
A7S8D9F0,2025-12-19 03:40:00,Arunachal Pradesh,Tawang,Old Market,Internet,Low,Router issue in park,None,In Progress,,Internet,Critical,10,0.8,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Tawang] [⚠ AI BURST: 4 reports in Tawang],True
G1H2J3K4,2026-02-01 17:05:25,Assam,Silchar,Hospital Road,Electricity,Critical,Street lights not working,None,Rejected,,Electricity,Critical,10,0.92,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
L5Z6X7C8,2025-11-26 07:30:50,Bihar,Patna,Dak Bunglow Road,Road,Medium,Manhole cover missing,None,Resolved,,Road,Medium,5,0.85,Classified as 'Road'. Severity 'Medium' based on keywords.,False
V9B0N1M2,2026-01-09 21:55:15,Chhattisgarh,Raipur,Shankar Nagar,Sanitation,High,Sewage blockage,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
Q3W4E5R6,2025-12-23 12:20:40,Goa,Margao,Comba,Water,Low,No water for 2 days,None,In Progress,,Water,Low,2,0.87,Classified as 'Water'. Severity 'Low' based on keywords.,False
T7Y8U9I0,2026-02-06 02:45:05,Gujarat,Gandhinagar,Sector 16,Other,Medium,Public park maintenance needed,None,Rejected,,Other,Medium,5,0.84,Classified as 'Other'. Severity 'Medium' based on keywords.,False
O1P2A3S4,2025-11-29 17:10:30,Haryana,Panipat,Model Town,Traffic,Low,Accident prone junction,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
D5F6G7H8,2026-01-13 07:35:55,Himachal Pradesh,Shimla,Sanjauli,Safety,Medium,Stray dogs attacking,None,Open,,Safety,Critical,10,0.89,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Shimla] [⚠ AI BURST: 8 reports in Shimla],True
J9K0L1Z2,2025-12-27 20:00:20,Jammu and Kashmir,Srinagar,Karan Nagar,Internet,High,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
X3C4V5B6,2026-02-10 10:25:45,Jharkhand,Ranchi,Doranda,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.86,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
N7M8Q9W2,2025-11-22 00:50:10,Karnataka,Mangaluru,Bejai,Road,Critical,Road surface uneven,None,Resolved,,Road,Critical,10,0.95,Classified as 'Road'. Severity 'Critical' based on keywords.,False
E4R5T6Y7,2026-01-05 15:15:35,Kerala,Kochi,Edappally,Sanitation,Medium,Dead animal on road,None,Open,,Sanitation,Critical,10,0.9,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Kochi] [⚠ AI BURST: 8 reports in Kochi],True
U8I9O0P1,2025-12-19 03:40:00,Madhya Pradesh,Bhopal,MP Nagar,Water,High,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.92,Classified as 'Water'. Severity 'High' based on keywords. [⚠ AI BURST: 5 reports in Bhopal] [⚠ AI BURST: 5 reports in Bhopal],True
A1S2D3F4,2026-02-02 17:05:25,Maharashtra,Aurangabad,Osmanpura,Other,Low,Noise pollution,None,Rejected,,Other,Low,2,0.83,Classified as 'Other'. Severity 'Low' based on keywords.,False
G5H6J7K8,2025-11-25 07:30:50,Manipur,Imphal,Keishampat,Traffic,Medium,Need speed breaker,None,Resolved,,Traffic,Medium,5,0.87,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
L9Z8X7C6,2026-01-08 21:55:15,Meghalaya,Shillong,Laban,Safety,High,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.91,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Shillong] [⚠ AI BURST: 8 reports in Shillong],True
V5B4N3M2,2025-12-22 12:20:40,Mizoram,Aizawl,Khatla,Internet,Critical,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.96,Classified as 'Internet'. Severity 'Critical' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
Q1W2E3R4,2026-02-05 02:45:05,Nagaland,Dimapur,Duncan Basti,Electricity,Medium,Voltage fluctuation,None,Rejected,,Electricity,Medium,5,0.88,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
T5Y6U7I8,2025-11-28 17:10:30,Odisha,Bhubaneswar,Saheed Nagar,Road,Low,Road caved in due to rain,None,Resolved,,Road,Low,2,0.84,Classified as 'Road'. Severity 'Low' based on keywords.,False
O9P0A1S2,2026-01-11 07:35:55,Punjab,Jalandhar,Model Town,Sanitation,High,Foul smell in area,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 5 reports in Jalandhar] [⚠ AI BURST: 5 reports in Jalandhar],True
D3F4G5H6,2025-12-26 20:00:20,Rajasthan,Udaipur,Hiran Magri,Water,Low,Dirty water supply,None,In Progress,,Water,Critical,10,0.85,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Udaipur] [⚠ AI BURST: 5 reports in Udaipur],True
J7K8L9Z0,2026-02-09 10:25:45,Sikkim,Gangtok,Tadong,Other,Critical,Tree fallen on road,None,Rejected,,Other,Critical,10,0.82,Classified as 'Other'. Severity 'Critical' based on keywords.,False
X1C2V3B4,2025-11-23 00:50:10,Tamil Nadu,Salem,Hasthampatti,Traffic,Low,Illegal parking blocking way,None,Resolved,,Traffic,Low,2,0.86,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
N5M6Q7W8,2026-01-06 15:15:35,Telangana,Nizamabad,Shivaji Nagar,Safety,Medium,Chain snatching incident,None,Open,,Safety,Medium,5,0.89,Classified as 'Safety'. Severity 'Medium' based on keywords.,False
E9R0T1Y2,2025-12-20 03:40:00,Tripura,Agartala,Dhaleswar,Internet,High,Connectivity lost,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Agartala] [⚠ AI BURST: 8 reports in Agartala],True
U3I4O5P6,2026-02-03 17:05:25,Uttar Pradesh,Deoria,New Colony,Electricity,Low,Frequent power cuts,None,Rejected,,Electricity,Low,2,0.87,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
A7S8D9F0,2025-11-26 07:30:50,Uttarakhand,Haridwar,Kankhal,Road,Medium,Street light pole damaged,None,Resolved,,Road,Medium,5,0.89,Classified as 'Road'. Severity 'Medium' based on keywords.,False
G1H2J3K4,2026-01-10 21:55:15,West Bengal,Siliguri,Hakim Para,Sanitation,Critical,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.97,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 4 reports in Siliguri] [⚠ AI BURST: 4 reports in Siliguri],True
L5Z6X7C8,2025-12-24 12:20:40,Delhi,West Delhi,Rajouri Garden,Water,High,No water for 2 days,None,In Progress,,Water,High,8,0.92,Classified as 'Water'. Severity 'High' based on keywords.,False
V9B0N1M2,2026-02-07 02:45:05,Puducherry,Puducherry,Lawspet,Other,Low,Graffiti on walls,None,Rejected,,Other,Low,2,0.83,Classified as 'Other'. Severity 'Low' based on keywords.,False
Q3W4E5R6,2025-11-29 17:10:30,Ladakh,Leh,Chubi,Traffic,High,Traffic signal broken,None,Resolved,,Traffic,High,8,0.91,Classified as 'Traffic'. Severity 'High' based on keywords.,False
T7Y8U9I0,2026-01-12 07:35:55,Andhra Pradesh,Vijayawada,Labbipet,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.86,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Vijayawada] [⚠ AI BURST: 4 reports in Vijayawada],True
O1P2A3S4,2025-12-27 20:00:20,Arunachal Pradesh,Itanagar,Chandranagar,Internet,Medium,Router issue in park,None,In Progress,,Internet,Critical,10,0.88,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Itanagar] [⚠ AI BURST: 6 reports in Itanagar],True
D5F6G7H8,2026-02-10 10:25:45,Assam,Guwahati,Beltola,Electricity,Critical,Transformer sparking,None,Rejected,,Electricity,Critical,10,0.95,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
J9K0L1Z2,2025-11-22 00:50:10,Bihar,Patna,Kankarbagh,Road,Low,Road surface uneven,None,Resolved,,Road,Low,2,0.84,Classified as 'Road'. Severity 'Low' based on keywords.,False
X3C4V5B6,2026-01-05 15:15:35,Chhattisgarh,Bhilai,Nehru Nagar,Sanitation,Medium,Sewage blockage,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Bhilai] [⚠ AI BURST: 4 reports in Bhilai],True
N7M8Q9W2,2025-12-19 03:40:00,Goa,Panaji,Miramar,Water,High,Low pressure in taps,None,In Progress,,Water,Critical,10,0.93,Classified as 'Water'. Severity 'High' based on keywords. [⚠ AI BURST: 5 reports in Panaji] [⚠ AI BURST: 5 reports in Panaji],True
E4R5T6Y7,2026-02-02 17:05:25,Gujarat,Ahmedabad,Navrangpura,Other,Medium,Illegal construction,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
U8I9O0P1,2025-11-25 07:30:50,Haryana,Gurugram,Sector 29,Traffic,Low,Accident prone junction,None,Resolved,,Traffic,Low,2,0.87,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
A1S2D3F4,2026-01-09 21:55:15,Himachal Pradesh,Dharamshala,Bhagsunag,Safety,High,CCTV not working,None,Open,,Safety,Critical,10,0.92,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Dharamshala] [⚠ AI BURST: 6 reports in Dharamshala],True
G5H6J7K8,2025-12-23 12:20:40,Jammu and Kashmir,Jammu,Gandhi Nagar,Internet,Low,Slow internet speed,None,In Progress,,Internet,Critical,10,0.83,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Jammu] [⚠ AI BURST: 6 reports in Jammu],True
L9Z8X7C6,2026-02-06 02:45:05,Jharkhand,Ranchi,Harmu,Electricity,High,Street lights not working,None,Rejected,,Electricity,High,8,0.91,Classified as 'Electricity'. Severity 'High' based on keywords.,False
V5B4N3M2,2025-11-28 17:10:30,Karnataka,Bengaluru,Indiranagar,Road,Critical,Manhole cover missing,None,Resolved,,Road,Critical,10,0.96,Classified as 'Road'. Severity 'Critical' based on keywords.,False
Q1W2E3R4,2026-01-11 07:35:55,Kerala,Thiruvananthapuram,Kowdiar,Sanitation,Low,Dead animal on road,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Thiruvananthapuram] [⚠ AI BURST: 5 reports in Thiruvananthapuram],True
T5Y6U7I8,2025-12-26 20:00:20,Madhya Pradesh,Gwalior,Lashkar,Water,Medium,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.89,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Gwalior] [⚠ AI BURST: 4 reports in Gwalior],True
O9P0A1S2,2026-02-10 10:25:45,Maharashtra,Mumbai,Bandra West,Other,High,Public park maintenance needed,None,Rejected,,Other,High,8,0.8,Classified as 'Other'. Severity 'High' based on keywords.,False
D3F4G5H6,2025-11-21 00:50:10,Manipur,Imphal,Keishampat,Traffic,Medium,Illegal parking blocking way,None,Resolved,,Traffic,Medium,5,0.88,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
J7K8L9Z0,2026-01-04 15:15:35,Meghalaya,Shillong,Mawlai,Safety,Low,Stray dogs attacking,None,Open,,Safety,Critical,10,0.89,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Shillong] [⚠ AI BURST: 8 reports in Shillong],True
X1C2V3B4,2025-12-18 03:40:00,Mizoram,Aizawl,Mission Veng,Internet,High,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.95,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
N5M6Q7W8,2026-02-01 17:05:25,Nagaland,Dimapur,Nuton Basti,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.87,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
E9R0T1Y2,2025-11-24 07:30:50,Odisha,Cuttack,Link Road,Road,Medium,Huge pothole on main street,None,Resolved,,Road,Medium,5,0.9,Classified as 'Road'. Severity 'Medium' based on keywords.,False
U3I4O5P6,2026-01-08 21:55:15,Punjab,Amritsar,Lawrence Road,Sanitation,High,Garbage not collected,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Amritsar] [⚠ AI BURST: 6 reports in Amritsar],True
A7S8D9F0,2025-12-22 12:20:40,Rajasthan,Jaipur,Vaishali Nagar,Water,Low,Dirty water supply,None,In Progress,,Water,Critical,10,0.86,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Jaipur] [⚠ AI BURST: 6 reports in Jaipur],True
G1H2J3K4,2026-02-05 02:45:05,Sikkim,Namchi,Upper Ghurpisey,Other,Critical,Noise pollution,None,Rejected,,Other,Critical,10,0.82,Classified as 'Other'. Severity 'Critical' based on keywords.,False
L5Z6X7C8,2025-11-28 17:10:30,Tamil Nadu,Coimbatore,Gandhipuram,Traffic,Low,Need speed breaker,None,Resolved,,Traffic,Low,2,0.85,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
V9B0N1M2,2026-01-11 07:35:55,Telangana,Hyderabad,Jubilee Hills,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.9,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Hyderabad] [⚠ AI BURST: 8 reports in Hyderabad],True
Q3W4E5R6,2025-12-25 20:00:20,Tripura,Udaipur,Brajanagar,Internet,Medium,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.89,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Udaipur] [⚠ AI BURST: 6 reports in Udaipur],True
T7Y8U9I0,2026-02-09 10:25:45,Uttar Pradesh,Lucknow,Gomti Nagar,Electricity,High,Voltage fluctuation,None,Rejected,,Electricity,High,8,0.92,Classified as 'Electricity'. Severity 'High' based on keywords.,False
O1P2A3S4,2025-11-21 00:50:10,Uttarakhand,Dehradun,Clement Town,Road,Low,Street light pole damaged,None,Resolved,,Road,Low,2,0.88,Classified as 'Road'. Severity 'Low' based on keywords.,False
D5F6G7H8,2026-01-04 15:15:35,West Bengal,Kolkata,Salt Lake,Sanitation,Critical,Foul smell in area,None,Open,,Sanitation,Critical,10,0.96,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 3 reports in Kolkata] [⚠ AI BURST: 3 reports in Kolkata],True
J9K0L1Z2,2025-12-18 03:40:00,Delhi,East Delhi,Preet Vihar,Water,Medium,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.91,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 3 reports in East Delhi] [⚠ AI BURST: 3 reports in East Delhi],True
X3C4V5B6,2026-02-01 17:05:25,Puducherry,Karaikal,Thomas Arul St,Other,Low,Graffiti on walls,None,Rejected,,Other,Low,2,0.84,Classified as 'Other'. Severity 'Low' based on keywords.,False
N7M8Q9W2,2025-11-24 07:30:50,Ladakh,Leh,Upper Tukcha,Traffic,High,Wrong side driving,None,Resolved,,Traffic,High,8,0.89,Classified as 'Traffic'. Severity 'High' based on keywords.,False
E4R5T6Y7,2026-01-08 21:55:15,Andhra Pradesh,Tirupati,KT Road,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.87,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Tirupati] [⚠ AI BURST: 5 reports in Tirupati],True
U8I9O0P1,2025-12-22 12:20:40,Arunachal Pradesh,Pasighat,High Region,Internet,Medium,Connectivity lost,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Pasighat] [⚠ AI BURST: 4 reports in Pasighat],True
A1S2D3F4,2026-02-05 02:45:05,Assam,Dibrugarh,Thana Chariali,Electricity,Critical,Frequent power cuts,None,Rejected,,Electricity,Critical,10,0.93,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
G5H6J7K8,2025-11-28 17:10:30,Bihar,Patna,Boring Road,Road,Medium,Road caved in due to rain,None,Resolved,,Road,Medium,5,0.9,Classified as 'Road'. Severity 'Medium' based on keywords.,False
L9Z8X7C6,2026-01-11 07:35:55,Chhattisgarh,Raipur,Telibandha,Sanitation,High,Sewage blockage,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
V5B4N3M2,2025-12-25 20:00:20,Goa,Vasco da Gama,Mangor Hill,Water,Low,No water for 2 days,None,In Progress,,Water,Critical,10,0.86,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
Q1W2E3R4,2026-02-09 10:25:45,Gujarat,Vadodara,Fatehgunj,Other,Medium,Tree fallen on road,None,Rejected,,Other,Medium,5,0.83,Classified as 'Other'. Severity 'Medium' based on keywords.,False
T5Y6U7I8,2025-11-21 00:50:10,Haryana,Ambala,Ambala Cantt,Traffic,Low,Accident prone junction,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
O9P0A1S2,2026-01-04 15:15:35,Himachal Pradesh,Shimla,Chotta Shimla,Safety,High,Stray dogs attacking,None,Open,,Safety,Critical,10,0.91,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Shimla] [⚠ AI BURST: 8 reports in Shimla],True
D3F4G5H6,2025-12-18 03:40:00,Jammu and Kashmir,Srinagar,Rajbagh,Internet,Low,Router issue in park,None,In Progress,,Internet,Critical,10,0.84,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
J7K8L9Z0,2026-02-01 17:05:25,Jharkhand,Dhanbad,Bartand,Electricity,Medium,Street lights not working,None,Rejected,,Electricity,Medium,5,0.89,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
X1C2V3B4,2025-11-24 07:30:50,Karnataka,Hubballi,Deshpande Nagar,Road,Critical,Manhole cover missing,None,Resolved,,Road,Critical,10,0.95,Classified as 'Road'. Severity 'Critical' based on keywords.,False
N5M6Q7W8,2026-01-08 21:55:15,Kerala,Thiruvananthapuram,Vellayambalam,Sanitation,Medium,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Thiruvananthapuram] [⚠ AI BURST: 5 reports in Thiruvananthapuram],True
E9R0T1Y2,2025-12-22 12:20:40,Madhya Pradesh,Bhopal,Arera Colony,Water,High,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.93,Classified as 'Water'. Severity 'High' based on keywords. [⚠ AI BURST: 5 reports in Bhopal] [⚠ AI BURST: 5 reports in Bhopal],True
U3I4O5P6,2026-02-05 02:45:05,Maharashtra,Nagpur,Dharampeth,Other,Low,Illegal construction,None,Rejected,,Other,Low,2,0.86,Classified as 'Other'. Severity 'Low' based on keywords.,False
A7S8D9F0,2025-11-28 17:10:30,Manipur,Thoubal,Wangjing,Traffic,Medium,Traffic signal broken,None,Resolved,,Traffic,Medium,5,0.89,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
G1H2J3K4,2026-01-11 07:35:55,Meghalaya,Tura,Tura Bazar,Safety,Critical,Chain snatching incident,None,Open,,Safety,Critical,10,0.94,Classified as 'Safety'. Severity 'Critical' based on keywords. [⚠ AI BURST: 7 reports in Tura] [⚠ AI BURST: 7 reports in Tura],True
L5Z6X7C8,2025-12-25 20:00:20,Mizoram,Aizawl,Dawrpui,Internet,High,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.95,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
V9B0N1M2,2026-02-09 10:25:45,Nagaland,Dimapur,PWD Colony,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.88,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
Q3W4E5R6,2025-11-21 00:50:10,Odisha,Rourkela,Civil Township,Road,Medium,Road surface uneven,None,Resolved,,Road,Medium,5,0.87,Classified as 'Road'. Severity 'Medium' based on keywords.,False
T7Y8U9I0,2026-01-04 15:15:35,Punjab,Jalandhar,Model House,Sanitation,Low,Dead animal on road,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Jalandhar] [⚠ AI BURST: 5 reports in Jalandhar],True
O1P2A3S4,2025-12-18 03:40:00,Rajasthan,Udaipur,Fateh Sagar,Water,Critical,Dirty water supply,None,In Progress,,Water,Critical,10,0.97,Classified as 'Water'. Severity 'Critical' based on keywords. [⚠ AI BURST: 5 reports in Udaipur] [⚠ AI BURST: 5 reports in Udaipur],True
D5F6G7H8,2026-02-01 17:05:25,Sikkim,Gangtok,Arithang,Other,Medium,Public park maintenance needed,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
J9K0L1Z2,2025-11-24 07:30:50,Tamil Nadu,Chennai,Adyar,Traffic,High,Illegal parking blocking way,None,Resolved,,Traffic,High,8,0.9,Classified as 'Traffic'. Severity 'High' based on keywords.,False
